2010	0,4010
2011	0,3390
2012	0,2732
2013	0,2160
2014	0,1592
2015	0,1268
2016	0,1111
2017	0,1013
2018	0,0970
2019	0,0800
2020	0,0686
2021	0,0628
2022	0,0801
