2000	50,62	50,62	50,62	50,62	0	vom 29.03.2000
2001	50,62	50,62	50,62	50,62	0	vom 29.03.2000
2002	48,10	48,10	48,10	48,10	48,10	0	vom 29.03.2000
2003	45,70	45,70	45,70	45,70	45,70	0	vom 29.03.2000
2004	57,40	54,60	54,00	54,00	45,70	5,00	vom 01.08.2004
2005	54,53	51,87	51,30	51,30	43,42	5,00	vom 01.08.2004
2006	51,80	49,28	48,74	48,74	40,60	5,00	vom 01.08.2004
2007	49,21	46,82	46,30	46,30	37,96	5,00	vom 01.08.2004
2008	46,75	44,48	43,99	43,99	35,49	5,00	vom 01.08.2004
 
